,text,label
57,power on the lamp,LIGHT_ON
58,could you too dark in here,LIGHT_ON
59,please light up the room,LIGHT_ON
60,could you too dark in here,LIGHT_ON
61,could you make the room bright,LIGHT_ON
62,please make the room bright,LIGHT_ON
63,could you lamp on,LIGHT_ON
64,brighten the room,LIGHT_ON
65,I cannot see,LIGHT_ON
66,need some light,LIGHT_ON
67,hey assistant activate the lamp,LIGHT_ON
68,can you its dark,LIGHT_ON
69,it is dark,LIGHT_ON
70,can you make the room bright,LIGHT_ON
71,can you it is dark,LIGHT_ON
72,please light up the room,LIGHT_ON
73,hey assistant light up the room,LIGHT_ON
74,hey turn on the light,LIGHT_ON
75,could you wake up the lamp,LIGHT_ON
76,please I cannot see,LIGHT_ON
77,hey I cannot see,LIGHT_ON
78,make it bright,LIGHT_ON
79,power on the bedroom light,LIGHT_ON
80,brighten the room,LIGHT_ON
81,hey too dark in here,LIGHT_ON
82,hey assistant power on the kitchen light,LIGHT_ON
83,activate the kitchen light,LIGHT_ON
84,hey need some light,LIGHT_ON
85,could you power on the kitchen light,LIGHT_ON
86,please lamp on,LIGHT_ON
87,I cannot see,LIGHT_ON
88,hey assistant light up the room,LIGHT_ON
89,could you wake up the lamp,LIGHT_ON
90,wake up the lamp,LIGHT_ON
91,please it is dark,LIGHT_ON
92,brighten the room,LIGHT_ON
93,hey assistant switch on the LED,LIGHT_ON
94,please I cannot see,LIGHT_ON
95,light on,LIGHT_ON
96,could you wake up the lamp,LIGHT_ON
97,hey switch on the light,LIGHT_ON
98,hey assistant brighten the room,LIGHT_ON
99,hey assistant switch on the kitchen light,LIGHT_ON
100,hey activate the lamp,LIGHT_ON
101,could you brighten the room,LIGHT_ON
102,could you activate the LED,LIGHT_ON
103,could you need some light,LIGHT_ON
104,make the room bright,LIGHT_ON
105,could you wake up the lamp,LIGHT_ON
106,hey I cannot see,LIGHT_ON
107,too dark in here,LIGHT_ON
108,please too dark in here,LIGHT_ON
109,hey make the room bright,LIGHT_ON
110,please its dark,LIGHT_ON
111,could you brighten the room,LIGHT_ON
112,brighten the room,LIGHT_ON
113,lamp on,LIGHT_ON
114,make it bright,LIGHT_ON
115,could you it is dark,LIGHT_ON
116,kitchen light on,LIGHT_ON
117,hey turn on the light,LIGHT_ON
118,its dark,LIGHT_ON
119,light on,LIGHT_ON
120,please need some light,LIGHT_ON
121,switch on the kitchen light,LIGHT_ON
122,power on the bedroom light,LIGHT_ON
123,light up the room,LIGHT_ON
124,could you too dark in here,LIGHT_ON
125,can you it is dark,LIGHT_ON
126,hey assistant bedroom light on,LIGHT_ON
127,make the room bright,LIGHT_ON
128,hey switch on the light,LIGHT_ON
129,please make the room bright,LIGHT_ON
130,can you make the room bright,LIGHT_ON
131,hey assistant brighten the room,LIGHT_ON
132,too dark in here,LIGHT_ON
133,hey its dark,LIGHT_ON
134,its dark,LIGHT_ON
135,hey turn on the bedroom light,LIGHT_ON
136,hey assistant make it bright,LIGHT_ON
137,need some light,LIGHT_ON
138,lamp on,LIGHT_ON
139,can you light up the room,LIGHT_ON
140,activate the bedroom light,LIGHT_ON
141,power on the bedroom light,LIGHT_ON
142,need some light,LIGHT_ON
143,hey assistant brighten the room,LIGHT_ON
144,hey assistant need some light,LIGHT_ON
145,light up the room,LIGHT_ON
146,hey assistant turn on the kitchen light,LIGHT_ON
147,hey assistant turn on the light,LIGHT_ON
148,need some light,LIGHT_ON
149,can you activate the bedroom light,LIGHT_ON
150,brighten the room,LIGHT_ON
151,can you need some light,LIGHT_ON
152,wake up the lamp,LIGHT_ON
153,activate the bedroom light,LIGHT_ON
154,please make the room bright,LIGHT_ON
155,hey assistant wake up the lamp,LIGHT_ON
156,can you I cannot see,LIGHT_ON
157,hey power on the bedroom light,LIGHT_ON
158,hey assistant too dark in here,LIGHT_ON
159,hey light up the room,LIGHT_ON
160,can you too dark in here,LIGHT_ON
161,please activate the lamp,LIGHT_ON
162,could you light on,LIGHT_ON
163,could you too dark in here,LIGHT_ON
164,turn on the LED,LIGHT_ON
165,can you turn on the kitchen light,LIGHT_ON
166,hey assistant light up the room,LIGHT_ON
167,light up the room,LIGHT_ON
168,turn on the kitchen light,LIGHT_ON
169,need some light,LIGHT_ON
170,switch on the kitchen light,LIGHT_ON
171,hey assistant its dark,LIGHT_ON
172,bedroom light on,LIGHT_ON
173,could you wake up the lamp,LIGHT_ON
174,could you kitchen light on,LIGHT_ON
175,turn on the kitchen light,LIGHT_ON
176,hey make the room bright,LIGHT_ON
177,could you it is dark,LIGHT_ON
178,please light up the room,LIGHT_ON
179,please wake up the lamp,LIGHT_ON
180,LED on,LIGHT_ON
181,power on the bedroom light,LIGHT_ON
182,hey its dark,LIGHT_ON
183,please power on the bedroom light,LIGHT_ON
184,hey assistant wake up the lamp,LIGHT_ON
185,wake up the lamp,LIGHT_ON
186,could you turn on the bedroom light,LIGHT_ON
187,it is dark,LIGHT_ON
188,switch on the kitchen light,LIGHT_ON
189,please light up the room,LIGHT_ON
190,activate the LED,LIGHT_ON
191,wake up the lamp,LIGHT_ON
192,please make it bright,LIGHT_ON
193,hey assistant activate the bedroom light,LIGHT_ON
194,hey light up the room,LIGHT_ON
195,hey assistant power on the kitchen light,LIGHT_ON
196,could you its dark,LIGHT_ON
197,please turn on the kitchen light,LIGHT_ON
198,hey wake up the lamp,LIGHT_ON
199,please switch on the lamp,LIGHT_ON
200,hey switch on the light,LIGHT_ON
201,light up the room,LIGHT_ON
202,could you power on the LED,LIGHT_ON
203,LED on,LIGHT_ON
204,hey its dark,LIGHT_ON
205,please need some light,LIGHT_ON
206,can you light up the room,LIGHT_ON
207,power on the light,LIGHT_ON
208,can you its dark,LIGHT_ON
209,please need some light,LIGHT_ON
210,please turn on the light,LIGHT_ON
211,I cannot see,LIGHT_ON
212,please its dark,LIGHT_ON
213,could you activate the bedroom light,LIGHT_ON
214,can you too dark in here,LIGHT_ON
215,light up the room,LIGHT_ON
216,hey switch on the light,LIGHT_ON
217,wake up the lamp,LIGHT_ON
218,light up the room,LIGHT_ON
219,please need some light,LIGHT_ON
220,could you it is dark,LIGHT_ON
221,activate the bedroom light,LIGHT_ON
222,please turn on the LED,LIGHT_ON
223,hey assistant wake up the lamp,LIGHT_ON
224,need some light,LIGHT_ON
225,please wake up the lamp,LIGHT_ON
226,hey lamp on,LIGHT_ON
227,hey assistant switch on the LED,LIGHT_ON
228,hey assistant light up the room,LIGHT_ON
229,could you make the room bright,LIGHT_ON
230,too dark in here,LIGHT_ON
231,wake up the lamp,LIGHT_ON
232,need some light,LIGHT_ON
233,hey assistant I cannot see,LIGHT_ON
234,activate the bedroom light,LIGHT_ON
235,hey assistant activate the LED,LIGHT_ON
236,can you wake up the lamp,LIGHT_ON
237,hey I cannot see,LIGHT_ON
238,hey need some light,LIGHT_ON
239,I cannot see,LIGHT_ON
240,hey assistant power on the lamp,LIGHT_ON
241,too dark in here,LIGHT_ON
242,hey assistant make the room bright,LIGHT_ON
243,turn on the bedroom light,LIGHT_ON
244,please bedroom light on,LIGHT_ON
245,power on the lamp,LIGHT_ON
246,can you turn on the lamp,LIGHT_ON
247,please make it bright,LIGHT_ON
248,need some light,LIGHT_ON
249,please I cannot see,LIGHT_ON
250,hey make it bright,LIGHT_ON
251,can you light up the room,LIGHT_ON
252,hey assistant its dark,LIGHT_ON
253,please light up the room,LIGHT_ON
254,please turn on the light,LIGHT_ON
255,please activate the kitchen light,LIGHT_ON
256,could you turn on the light,LIGHT_ON
257,please make the room bright,LIGHT_ON
258,hey assistant too dark in here,LIGHT_ON
259,can you make it bright,LIGHT_ON
260,could you it is dark,LIGHT_ON
261,could you switch on the bedroom light,LIGHT_ON
262,LED on,LIGHT_ON
263,can you too dark in here,LIGHT_ON
264,hey assistant turn on the kitchen light,LIGHT_ON
265,hey light up the room,LIGHT_ON
266,hey too dark in here,LIGHT_ON
267,hey too dark in here,LIGHT_ON
268,can you LED on,LIGHT_ON
269,could you switch on the LED,LIGHT_ON
270,hey make it bright,LIGHT_ON
271,need some light,LIGHT_ON
272,please too dark in here,LIGHT_ON
273,please light up the room,LIGHT_ON
274,can you its dark,LIGHT_ON
275,can you make it bright,LIGHT_ON
276,please too dark in here,LIGHT_ON
277,light up the room,LIGHT_ON
278,hey bedroom light on,LIGHT_ON
279,hey make the room bright,LIGHT_ON
280,too dark in here,LIGHT_ON
281,could you it is dark,LIGHT_ON
282,could you power on the bedroom light,LIGHT_ON
283,need some light,LIGHT_ON
284,power on the LED,LIGHT_ON
285,hey assistant make the room bright,LIGHT_ON
286,could you it is dark,LIGHT_ON
287,please its dark,LIGHT_ON
288,can you brighten the room,LIGHT_ON
289,hey brighten the room,LIGHT_ON
290,can you kitchen light on,LIGHT_ON
291,hey assistant I cannot see,LIGHT_ON
292,too dark in here,LIGHT_ON
293,its dark,LIGHT_ON
294,hey power on the kitchen light,LIGHT_ON
295,could you its dark,LIGHT_ON
296,make it bright,LIGHT_ON
297,hey assistant need some light,LIGHT_ON
298,LED on,LIGHT_ON
299,I cannot see,LIGHT_ON
300,activate the light,LIGHT_ON
301,could you bedroom light on,LIGHT_ON
302,hey assistant need some light,LIGHT_ON
303,can you switch on the bedroom light,LIGHT_ON
304,hey wake up the lamp,LIGHT_ON
305,it is dark,LIGHT_ON
306,hey too dark in here,LIGHT_ON
307,can you make the room bright,LIGHT_ON
308,make the room bright,LIGHT_ON
309,hey assistant activate the light,LIGHT_ON
310,hey assistant need some light,LIGHT_ON
311,wake up the lamp,LIGHT_ON
312,can you I cannot see,LIGHT_ON
313,hey assistant lamp on,LIGHT_ON
314,could you too dark in here,LIGHT_ON
315,brighten the room,LIGHT_ON
316,light up the room,LIGHT_ON
317,hey assistant wake up the lamp,LIGHT_ON
318,switch on the bedroom light,LIGHT_ON
319,can you I cannot see,LIGHT_ON
320,could you its dark,LIGHT_ON
321,could you light up the room,LIGHT_ON
322,hey assistant make it bright,LIGHT_ON
323,can you wake up the lamp,LIGHT_ON
324,hey assistant it is dark,LIGHT_ON
325,could you too dark in here,LIGHT_ON
326,hey assistant make the room bright,LIGHT_ON
327,could you wake up the lamp,LIGHT_ON
328,brighten the room,LIGHT_ON
329,hey assistant too dark in here,LIGHT_ON
330,can you brighten the room,LIGHT_ON
331,hey assistant power on the lamp,LIGHT_ON
332,please its dark,LIGHT_ON
333,hey assistant I cannot see,LIGHT_ON
334,can you light up the room,LIGHT_ON
335,its dark,LIGHT_ON
336,power on the bedroom light,LIGHT_ON
337,please too dark in here,LIGHT_ON
338,please LED on,LIGHT_ON
339,could you make it bright,LIGHT_ON
340,switch on the lamp,LIGHT_ON
341,hey bedroom light on,LIGHT_ON
342,activate the lamp,LIGHT_ON
343,can you make the room bright,LIGHT_ON
344,could you make it bright,LIGHT_ON
345,can you brighten the room,LIGHT_ON
346,hey assistant turn on the lamp,LIGHT_ON
347,can you make the room bright,LIGHT_ON
348,hey assistant wake up the lamp,LIGHT_ON
349,hey it is dark,LIGHT_ON
350,can you turn on the kitchen light,LIGHT_ON
351,brighten the room,LIGHT_ON
352,please make it bright,LIGHT_ON
353,can you I cannot see,LIGHT_ON
354,hey assistant need some light,LIGHT_ON
355,could you make the room bright,LIGHT_ON
356,hey too dark in here,LIGHT_ON
357,hey assistant light up the room,LIGHT_ON
358,it is dark,LIGHT_ON
359,brighten the room,LIGHT_ON
360,can you power on the bedroom light,LIGHT_ON
361,please turn on the bedroom light,LIGHT_ON
362,hey its dark,LIGHT_ON
363,can you I cannot see,LIGHT_ON
364,too dark in here,LIGHT_ON
365,can you need some light,LIGHT_ON
366,wake up the lamp,LIGHT_ON
367,could you it is dark,LIGHT_ON
368,could you turn on the bedroom light,LIGHT_ON
369,hey it is dark,LIGHT_ON
370,hey turn on the light,LIGHT_ON
371,make the room bright,LIGHT_ON
372,can you need some light,LIGHT_ON
373,please activate the light,LIGHT_ON
374,please make the room bright,LIGHT_ON
375,please bedroom light on,LIGHT_ON
376,hey assistant make it bright,LIGHT_ON
377,can you wake up the lamp,LIGHT_ON
378,please power on the bedroom light,LIGHT_ON
379,need some light,LIGHT_ON
380,brighten the room,LIGHT_ON
381,could you too dark in here,LIGHT_ON
382,turn on the LED,LIGHT_ON
383,its dark,LIGHT_ON
384,hey I cannot see,LIGHT_ON
385,turn on the light,LIGHT_ON
386,could you light on,LIGHT_ON
387,activate the lamp,LIGHT_ON
388,hey brighten the room,LIGHT_ON
389,switch on the kitchen light,LIGHT_ON
390,hey brighten the room,LIGHT_ON
391,power on the LED,LIGHT_ON
392,could you it is dark,LIGHT_ON
393,hey too dark in here,LIGHT_ON
394,please switch on the lamp,LIGHT_ON
395,switch on the kitchen light,LIGHT_ON
396,please wake up the lamp,LIGHT_ON
397,hey it is dark,LIGHT_ON
398,can you wake up the lamp,LIGHT_ON
399,hey make the room bright,LIGHT_ON
400,could you light on,LIGHT_ON
401,hey assistant too dark in here,LIGHT_ON
402,its dark,LIGHT_ON
403,hey assistant switch on the LED,LIGHT_ON
404,could you its dark,LIGHT_ON
405,I cannot see,LIGHT_ON
406,could you I cannot see,LIGHT_ON
407,I cannot see,LIGHT_ON
408,could you make it bright,LIGHT_ON
409,hey make the room bright,LIGHT_ON
410,make it bright,LIGHT_ON
411,hey light up the room,LIGHT_ON
412,make it bright,LIGHT_ON
413,can you need some light,LIGHT_ON
414,can you need some light,LIGHT_ON
415,please switch on the bedroom light,LIGHT_ON
416,hey assistant its dark,LIGHT_ON
417,hey brighten the room,LIGHT_ON
418,activate the bedroom light,LIGHT_ON
419,could you too dark in here,LIGHT_ON
420,please its dark,LIGHT_ON
421,hey assistant it is dark,LIGHT_ON
422,could you wake up the lamp,LIGHT_ON
423,can you I cannot see,LIGHT_ON
424,can you brighten the room,LIGHT_ON
425,hey need some light,LIGHT_ON
426,please it is dark,LIGHT_ON
427,hey assistant make it bright,LIGHT_ON
428,please light on,LIGHT_ON
429,can you wake up the lamp,LIGHT_ON
430,could you bedroom light on,LIGHT_ON
431,hey it is dark,LIGHT_ON
432,please make the room bright,LIGHT_ON
433,hey assistant turn on the bedroom light,LIGHT_ON
434,make it bright,LIGHT_ON
435,brighten the room,LIGHT_ON
436,hey assistant make it bright,LIGHT_ON
437,please power on the LED,LIGHT_ON
438,could you wake up the lamp,LIGHT_ON
439,please too dark in here,LIGHT_ON
440,light up the room,LIGHT_ON
441,light up the room,LIGHT_ON
442,hey switch on the lamp,LIGHT_ON
443,can you make the room bright,LIGHT_ON
444,hey assistant light up the room,LIGHT_ON
445,hey bedroom light on,LIGHT_ON
446,can you too dark in here,LIGHT_ON
447,hey assistant brighten the room,LIGHT_ON
448,please turn on the light,LIGHT_ON
449,hey bedroom light on,LIGHT_ON
450,hey LED on,LIGHT_ON
451,please it is dark,LIGHT_ON
452,could you brighten the room,LIGHT_ON
453,please light up the room,LIGHT_ON
454,hey make the room bright,LIGHT_ON
455,please light up the room,LIGHT_ON
456,hey make it bright,LIGHT_ON
457,please brighten the room,LIGHT_ON
458,power on the LED,LIGHT_ON
459,please switch on the lamp,LIGHT_ON
460,hey assistant switch on the kitchen light,LIGHT_ON
461,too dark in here,LIGHT_ON
462,hey lamp on,LIGHT_ON
463,please brighten the room,LIGHT_ON
464,could you too dark in here,LIGHT_ON
465,could you I cannot see,LIGHT_ON
466,please it is dark,LIGHT_ON
467,please switch on the lamp,LIGHT_ON
468,LED on,LIGHT_ON
469,hey power on the light,LIGHT_ON
470,light up the room,LIGHT_ON
471,power on the light,LIGHT_ON
472,please light up the room,LIGHT_ON
473,too dark in here,LIGHT_ON
474,hey assistant its dark,LIGHT_ON
475,can you I cannot see,LIGHT_ON
476,could you switch on the light,LIGHT_ON
477,can you power on the bedroom light,LIGHT_ON
478,please brighten the room,LIGHT_ON
479,please activate the light,LIGHT_ON
480,can you need some light,LIGHT_ON
481,can you switch on the light,LIGHT_ON
482,brighten the room,LIGHT_ON
483,hey it is dark,LIGHT_ON
484,its dark,LIGHT_ON
485,hey assistant activate the lamp,LIGHT_ON
486,please it is dark,LIGHT_ON
487,switch on the lamp,LIGHT_ON
488,hey assistant light up the room,LIGHT_ON
489,could you make the room bright,LIGHT_ON
490,hey assistant it is dark,LIGHT_ON
491,it is dark,LIGHT_ON
492,could you I cannot see,LIGHT_ON
493,can you make the room bright,LIGHT_ON
494,can you wake up the lamp,LIGHT_ON
495,can you power on the kitchen light,LIGHT_ON
496,could you power on the kitchen light,LIGHT_ON
497,hey turn on the kitchen light,LIGHT_ON
498,hey switch on the lamp,LIGHT_ON
499,hey LED on,LIGHT_ON
500,switch off the lamp,LIGHT_OFF
501,disable the kitchen light,LIGHT_OFF
502,can you disable the light,LIGHT_OFF
503,hey lights are too bright,LIGHT_OFF
504,can you I want darkness,LIGHT_OFF
505,power off the light,LIGHT_OFF
506,hey power off the LED,LIGHT_OFF
507,lights are too bright,LIGHT_OFF
508,go to sleep lamp,LIGHT_OFF
509,hey power off the kitchen light,LIGHT_OFF
510,bedroom light off,LIGHT_OFF
511,too much light,LIGHT_OFF
512,go to sleep lamp,LIGHT_OFF
513,power off the lamp,LIGHT_OFF
514,hey assistant turn off the lamp,LIGHT_OFF
515,hey power off the kitchen light,LIGHT_OFF
516,please I want darkness,LIGHT_OFF
517,lights are too bright,LIGHT_OFF
518,hey lights are too bright,LIGHT_OFF
519,please power off the bedroom light,LIGHT_OFF
520,could you too much light,LIGHT_OFF
521,can you lights are too bright,LIGHT_OFF
522,switch off the kitchen light,LIGHT_OFF
523,hey darken the room,LIGHT_OFF
524,could you make it dark,LIGHT_OFF
525,power off the light,LIGHT_OFF
526,could you kitchen light off,LIGHT_OFF
527,could you turn off the LED,LIGHT_OFF
528,can you turn off the lamp,LIGHT_OFF
529,hey too much light,LIGHT_OFF
530,please lights are too bright,LIGHT_OFF
531,can you disable the kitchen light,LIGHT_OFF
532,hey assistant go to sleep lamp,LIGHT_OFF
533,lights are too bright,LIGHT_OFF
534,please lights are too bright,LIGHT_OFF
535,please darken the room,LIGHT_OFF
536,hey make it dark,LIGHT_OFF
537,please switch off the lamp,LIGHT_OFF
538,hey darken the room,LIGHT_OFF
539,please lights are too bright,LIGHT_OFF
540,can you go to sleep lamp,LIGHT_OFF
541,too much light,LIGHT_OFF
542,lights are too bright,LIGHT_OFF
543,please make it dark,LIGHT_OFF
544,make it dark,LIGHT_OFF
545,hey assistant darken the room,LIGHT_OFF
546,hey assistant too much light,LIGHT_OFF
547,can you turn off the kitchen light,LIGHT_OFF
548,darken the room,LIGHT_OFF
549,please kitchen light off,LIGHT_OFF
550,hey assistant I want darkness,LIGHT_OFF
551,hey lights are too bright,LIGHT_OFF
552,hey assistant lights are too bright,LIGHT_OFF
553,please turn off the lamp,LIGHT_OFF
554,too much light,LIGHT_OFF
555,hey power off the bedroom light,LIGHT_OFF
556,lights are too bright,LIGHT_OFF
557,hey assistant turn off the kitchen light,LIGHT_OFF
558,please lamp off,LIGHT_OFF
559,too much light,LIGHT_OFF
560,can you too much light,LIGHT_OFF
561,hey assistant switch off the lamp,LIGHT_OFF
562,switch off the bedroom light,LIGHT_OFF
563,hey assistant go to sleep lamp,LIGHT_OFF
564,hey disable the bedroom light,LIGHT_OFF
565,hey power off the kitchen light,LIGHT_OFF
566,hey assistant power off the bedroom light,LIGHT_OFF
567,can you lights are too bright,LIGHT_OFF
568,could you bedroom light off,LIGHT_OFF
569,disable the bedroom light,LIGHT_OFF
570,could you I want darkness,LIGHT_OFF
571,please disable the light,LIGHT_OFF
572,please darken the room,LIGHT_OFF
573,please too much light,LIGHT_OFF
574,hey turn off the LED,LIGHT_OFF
575,could you power off the kitchen light,LIGHT_OFF
576,can you go to sleep lamp,LIGHT_OFF
577,could you disable the bedroom light,LIGHT_OFF
578,please lights are too bright,LIGHT_OFF
579,could you make it dark,LIGHT_OFF
580,can you too much light,LIGHT_OFF
581,please lights are too bright,LIGHT_OFF
582,could you lamp off,LIGHT_OFF
583,darken the room,LIGHT_OFF
584,darken the room,LIGHT_OFF
585,hey make it dark,LIGHT_OFF
586,hey lights are too bright,LIGHT_OFF
587,can you darken the room,LIGHT_OFF
588,hey assistant go to sleep lamp,LIGHT_OFF
589,go to sleep lamp,LIGHT_OFF
590,lights are too bright,LIGHT_OFF
591,could you disable the kitchen light,LIGHT_OFF
592,hey assistant make it dark,LIGHT_OFF
593,switch off the bedroom light,LIGHT_OFF
594,can you too much light,LIGHT_OFF
595,can you turn off the lamp,LIGHT_OFF
596,go to sleep lamp,LIGHT_OFF
597,hey assistant switch off the bedroom light,LIGHT_OFF
598,could you power off the LED,LIGHT_OFF
599,hey darken the room,LIGHT_OFF
600,hey assistant switch off the LED,LIGHT_OFF
601,hey assistant go to sleep lamp,LIGHT_OFF
602,can you too much light,LIGHT_OFF
603,hey make it dark,LIGHT_OFF
604,hey assistant lights are too bright,LIGHT_OFF
605,too much light,LIGHT_OFF
606,I want darkness,LIGHT_OFF
607,LED off,LIGHT_OFF
608,switch off the bedroom light,LIGHT_OFF
609,hey go to sleep lamp,LIGHT_OFF
610,switch off the bedroom light,LIGHT_OFF
611,power off the light,LIGHT_OFF
612,hey assistant make it dark,LIGHT_OFF
613,please turn off the LED,LIGHT_OFF
614,can you make it dark,LIGHT_OFF
615,could you disable the lamp,LIGHT_OFF
616,could you darken the room,LIGHT_OFF
617,hey assistant go to sleep lamp,LIGHT_OFF
618,disable the lamp,LIGHT_OFF
619,hey assistant switch off the kitchen light,LIGHT_OFF
620,could you darken the room,LIGHT_OFF
621,go to sleep lamp,LIGHT_OFF
622,could you lights are too bright,LIGHT_OFF
623,can you disable the lamp,LIGHT_OFF
624,please go to sleep lamp,LIGHT_OFF
625,please lights are too bright,LIGHT_OFF
626,go to sleep lamp,LIGHT_OFF
627,please lights are too bright,LIGHT_OFF
628,could you go to sleep lamp,LIGHT_OFF
629,can you disable the light,LIGHT_OFF
630,could you make it dark,LIGHT_OFF
631,hey power off the bedroom light,LIGHT_OFF
632,hey assistant power off the bedroom light,LIGHT_OFF
633,can you power off the lamp,LIGHT_OFF
634,lights are too bright,LIGHT_OFF
635,could you bedroom light off,LIGHT_OFF
636,could you make it dark,LIGHT_OFF
637,power off the LED,LIGHT_OFF
638,can you go to sleep lamp,LIGHT_OFF
639,could you power off the light,LIGHT_OFF
640,hey assistant go to sleep lamp,LIGHT_OFF
641,hey turn off the kitchen light,LIGHT_OFF
642,hey assistant lights are too bright,LIGHT_OFF
643,could you power off the lamp,LIGHT_OFF
644,make it dark,LIGHT_OFF
645,go to sleep lamp,LIGHT_OFF
646,please I want darkness,LIGHT_OFF
647,hey assistant go to sleep lamp,LIGHT_OFF
648,hey go to sleep lamp,LIGHT_OFF
649,hey disable the light,LIGHT_OFF
650,go to sleep lamp,LIGHT_OFF
651,power off the bedroom light,LIGHT_OFF
652,please I want darkness,LIGHT_OFF
653,please disable the light,LIGHT_OFF
654,hey make it dark,LIGHT_OFF
655,darken the room,LIGHT_OFF
656,hey assistant lamp off,LIGHT_OFF
657,please too much light,LIGHT_OFF
658,could you too much light,LIGHT_OFF
659,please power off the lamp,LIGHT_OFF
660,hey assistant lights are too bright,LIGHT_OFF
661,hey assistant power off the LED,LIGHT_OFF
662,switch off the bedroom light,LIGHT_OFF
663,hey assistant disable the lamp,LIGHT_OFF
664,hey go to sleep lamp,LIGHT_OFF
665,can you go to sleep lamp,LIGHT_OFF
666,please too much light,LIGHT_OFF
667,switch off the bedroom light,LIGHT_OFF
668,power off the kitchen light,LIGHT_OFF
669,please lights are too bright,LIGHT_OFF
670,hey go to sleep lamp,LIGHT_OFF
671,please go to sleep lamp,LIGHT_OFF
672,can you I want darkness,LIGHT_OFF
673,please go to sleep lamp,LIGHT_OFF
674,can you switch off the lamp,LIGHT_OFF
675,could you turn off the kitchen light,LIGHT_OFF
676,could you make it dark,LIGHT_OFF
677,hey light off,LIGHT_OFF
678,hey lights are too bright,LIGHT_OFF
679,power off the bedroom light,LIGHT_OFF
680,disable the light,LIGHT_OFF
681,power off the bedroom light,LIGHT_OFF
682,could you switch off the lamp,LIGHT_OFF
683,can you disable the bedroom light,LIGHT_OFF
684,hey make it dark,LIGHT_OFF
685,can you too much light,LIGHT_OFF
686,hey I want darkness,LIGHT_OFF
687,hey disable the bedroom light,LIGHT_OFF
688,could you switch off the bedroom light,LIGHT_OFF
689,please darken the room,LIGHT_OFF
690,turn off the LED,LIGHT_OFF
691,can you lights are too bright,LIGHT_OFF
692,LED off,LIGHT_OFF
693,please go to sleep lamp,LIGHT_OFF
694,hey too much light,LIGHT_OFF
695,make it dark,LIGHT_OFF
696,please darken the room,LIGHT_OFF
697,hey assistant light off,LIGHT_OFF
698,lights are too bright,LIGHT_OFF
699,go to sleep lamp,LIGHT_OFF
700,hey go to sleep lamp,LIGHT_OFF
701,I want darkness,LIGHT_OFF
702,turn off the LED,LIGHT_OFF
703,disable the kitchen light,LIGHT_OFF
704,switch off the kitchen light,LIGHT_OFF
705,I want darkness,LIGHT_OFF
706,hey assistant LED off,LIGHT_OFF
707,disable the kitchen light,LIGHT_OFF
708,power off the lamp,LIGHT_OFF
709,please too much light,LIGHT_OFF
710,hey disable the light,LIGHT_OFF
711,turn off the lamp,LIGHT_OFF
712,hey assistant make it dark,LIGHT_OFF
713,please kitchen light off,LIGHT_OFF
714,please turn off the lamp,LIGHT_OFF
715,hey turn off the lamp,LIGHT_OFF
716,could you darken the room,LIGHT_OFF
717,can you switch off the light,LIGHT_OFF
718,hey assistant lights are too bright,LIGHT_OFF
719,could you make it dark,LIGHT_OFF
720,I want darkness,LIGHT_OFF
721,could you lights are too bright,LIGHT_OFF
722,kitchen light off,LIGHT_OFF
