,text,label
111,switch on the bedroom light,LIGHT_ON
112,hey assistant LED on,LIGHT_ON
113,please please turn the bedroom light on,LIGHT_ON
114,hey kitchen light on,LIGHT_ON
115,enable the bedroom light,LIGHT_ON
116,switch on the LED,LIGHT_ON
117,hey turn on the kitchen light,LIGHT_ON
118,hey power on the light,LIGHT_ON
119,activate the light,LIGHT_ON
120,could you power on the bedroom light,LIGHT_ON
121,please turn the kitchen light on,LIGHT_ON
122,turn on the kitchen light,LIGHT_ON
123,please turn the lamp on,LIGHT_ON
124,hey power on the light,LIGHT_ON
125,can you please turn the lamp on,LIGHT_ON
126,turn on the kitchen light,LIGHT_ON
127,power on the kitchen light,LIGHT_ON
128,can you power on the light,LIGHT_ON
129,could you enable the kitchen light,LIGHT_ON
130,please power on the LED,LIGHT_ON
131,switch on the LED,LIGHT_ON
132,activate the bedroom light,LIGHT_ON
133,can you enable the LED,LIGHT_ON
134,activate the light,LIGHT_ON
135,could you kitchen light on,LIGHT_ON
136,could you turn on the light,LIGHT_ON
137,please switch on the kitchen light,LIGHT_ON
138,switch on the LED,LIGHT_ON
139,please switch on the LED,LIGHT_ON
140,hey assistant switch on the bedroom light,LIGHT_ON
141,could you power on the LED,LIGHT_ON
142,please turn the kitchen light on,LIGHT_ON
143,please enable the kitchen light,LIGHT_ON
144,enable the light,LIGHT_ON
145,activate the light,LIGHT_ON
146,enable the kitchen light,LIGHT_ON
147,could you activate the LED,LIGHT_ON
148,switch on the LED,LIGHT_ON
149,could you enable the LED,LIGHT_ON
150,hey assistant LED on,LIGHT_ON
151,hey turn on the light,LIGHT_ON
152,LED on,LIGHT_ON
153,hey assistant turn on the LED,LIGHT_ON
154,switch on the LED,LIGHT_ON
155,could you enable the bedroom light,LIGHT_ON
156,could you enable the bedroom light,LIGHT_ON
157,turn on the light,LIGHT_ON
158,could you enable the lamp,LIGHT_ON
159,could you turn on the LED,LIGHT_ON
160,can you power on the lamp,LIGHT_ON
161,please switch on the light,LIGHT_ON
162,please activate the light,LIGHT_ON
163,hey switch on the lamp,LIGHT_ON
164,hey assistant turn on the LED,LIGHT_ON
165,could you power on the bedroom light,LIGHT_ON
166,enable the lamp,LIGHT_ON
167,hey assistant please turn the lamp on,LIGHT_ON
168,can you please turn the lamp on,LIGHT_ON
169,hey turn on the lamp,LIGHT_ON
170,hey assistant activate the bedroom light,LIGHT_ON
171,please enable the lamp,LIGHT_ON
172,can you switch on the light,LIGHT_ON
173,hey assistant please turn the light on,LIGHT_ON
174,lamp on,LIGHT_ON
175,please please turn the bedroom light on,LIGHT_ON
176,activate the lamp,LIGHT_ON
177,can you turn on the lamp,LIGHT_ON
178,hey assistant activate the LED,LIGHT_ON
179,please turn on the LED,LIGHT_ON
180,can you enable the kitchen light,LIGHT_ON
181,please enable the kitchen light,LIGHT_ON
182,please turn on the light,LIGHT_ON
183,please switch on the kitchen light,LIGHT_ON
184,could you turn on the light,LIGHT_ON
185,hey LED on,LIGHT_ON
186,can you please turn the LED on,LIGHT_ON
187,power on the kitchen light,LIGHT_ON
188,kitchen light on,LIGHT_ON
189,hey activate the light,LIGHT_ON
190,could you light on,LIGHT_ON
191,hey please turn the kitchen light on,LIGHT_ON
192,please enable the lamp,LIGHT_ON
193,hey light on,LIGHT_ON
194,please activate the kitchen light,LIGHT_ON
195,hey enable the light,LIGHT_ON
196,please activate the kitchen light,LIGHT_ON
197,please enable the bedroom light,LIGHT_ON
198,could you LED on,LIGHT_ON
199,can you switch on the lamp,LIGHT_ON
200,hey enable the bedroom light,LIGHT_ON
201,could you enable the lamp,LIGHT_ON
202,can you power on the LED,LIGHT_ON
203,please power on the light,LIGHT_ON
204,can you activate the lamp,LIGHT_ON
205,could you please turn the kitchen light on,LIGHT_ON
206,can you enable the LED,LIGHT_ON
207,hey bedroom light on,LIGHT_ON
208,can you switch on the kitchen light,LIGHT_ON
209,hey please turn the lamp on,LIGHT_ON
210,could you turn on the LED,LIGHT_ON
211,please enable the kitchen light,LIGHT_ON
212,hey turn on the lamp,LIGHT_ON
213,hey assistant activate the lamp,LIGHT_ON
214,switch on the lamp,LIGHT_ON
215,can you turn on the lamp,LIGHT_ON
216,can you power on the light,LIGHT_ON
217,kitchen light on,LIGHT_ON
218,can you enable the bedroom light,LIGHT_ON
219,lamp on,LIGHT_ON
220,hey assistant enable the light,LIGHT_ON
221,hey assistant please turn the light on,LIGHT_ON
222,lamp on,LIGHT_ON
223,can you please turn the kitchen light on,LIGHT_ON
224,turn on the kitchen light,LIGHT_ON
225,can you please turn the light on,LIGHT_ON
226,hey switch on the bedroom light,LIGHT_ON
227,could you power on the kitchen light,LIGHT_ON
228,could you activate the bedroom light,LIGHT_ON
229,can you please turn the kitchen light on,LIGHT_ON
230,can you please turn the kitchen light on,LIGHT_ON
231,can you switch on the bedroom light,LIGHT_ON
232,hey assistant activate the lamp,LIGHT_ON
233,hey assistant enable the LED,LIGHT_ON
234,can you please turn the kitchen light on,LIGHT_ON
235,please enable the lamp,LIGHT_ON
236,hey light on,LIGHT_ON
237,please activate the lamp,LIGHT_ON
238,could you activate the LED,LIGHT_ON
239,turn on the lamp,LIGHT_ON
240,hey switch on the bedroom light,LIGHT_ON
241,switch on the lamp,LIGHT_ON
242,please bedroom light on,LIGHT_ON
243,can you power on the bedroom light,LIGHT_ON
244,hey assistant turn on the lamp,LIGHT_ON
245,hey assistant bedroom light on,LIGHT_ON
246,hey assistant power on the light,LIGHT_ON
247,can you please turn the kitchen light on,LIGHT_ON
248,please light on,LIGHT_ON
249,hey assistant activate the bedroom light,LIGHT_ON
250,could you please turn the bedroom light on,LIGHT_ON
251,hey assistant enable the kitchen light,LIGHT_ON
252,can you power on the lamp,LIGHT_ON
253,can you switch on the LED,LIGHT_ON
254,can you light on,LIGHT_ON
255,hey activate the bedroom light,LIGHT_ON
256,switch on the bedroom light,LIGHT_ON
257,power on the kitchen light,LIGHT_ON
258,could you kitchen light on,LIGHT_ON
259,enable the light,LIGHT_ON
260,enable the bedroom light,LIGHT_ON
261,please turn the bedroom light on,LIGHT_ON
262,can you turn on the LED,LIGHT_ON
263,can you activate the lamp,LIGHT_ON
264,hey assistant activate the LED,LIGHT_ON
265,hey assistant LED on,LIGHT_ON
266,please please turn the bedroom light on,LIGHT_ON
267,can you please turn the light on,LIGHT_ON
268,turn on the kitchen light,LIGHT_ON
269,hey activate the lamp,LIGHT_ON
270,hey assistant turn on the light,LIGHT_ON
271,turn on the lamp,LIGHT_ON
272,could you please turn the light on,LIGHT_ON
273,switch on the lamp,LIGHT_ON
274,could you light on,LIGHT_ON
275,hey switch on the bedroom light,LIGHT_ON
276,activate the LED,LIGHT_ON
277,hey power on the kitchen light,LIGHT_ON
278,hey assistant enable the light,LIGHT_ON
279,please please turn the lamp on,LIGHT_ON
280,turn on the kitchen light,LIGHT_ON
281,hey activate the kitchen light,LIGHT_ON
282,hey bedroom light on,LIGHT_ON
283,could you switch on the light,LIGHT_ON
284,enable the lamp,LIGHT_ON
285,hey assistant enable the LED,LIGHT_ON
286,hey assistant enable the kitchen light,LIGHT_ON
287,hey assistant turn on the kitchen light,LIGHT_ON
288,could you turn on the LED,LIGHT_ON
289,LED on,LIGHT_ON
290,power on the LED,LIGHT_ON
291,hey assistant please turn the bedroom light on,LIGHT_ON
292,can you light on,LIGHT_ON
293,hey activate the bedroom light,LIGHT_ON
294,switch on the bedroom light,LIGHT_ON
295,hey enable the kitchen light,LIGHT_ON
296,hey assistant activate the kitchen light,LIGHT_ON
297,can you power on the bedroom light,LIGHT_ON
298,please kitchen light on,LIGHT_ON
299,hey assistant activate the lamp,LIGHT_ON
300,can you turn on the LED,LIGHT_ON
301,could you switch on the bedroom light,LIGHT_ON
302,please power on the bedroom light,LIGHT_ON
303,hey assistant turn on the bedroom light,LIGHT_ON
304,can you activate the lamp,LIGHT_ON
305,hey assistant switch on the LED,LIGHT_ON
306,please activate the LED,LIGHT_ON
307,could you power on the LED,LIGHT_ON
308,turn on the kitchen light,LIGHT_ON
309,hey turn on the lamp,LIGHT_ON
310,could you bedroom light on,LIGHT_ON
311,hey please turn the lamp on,LIGHT_ON
312,can you bedroom light on,LIGHT_ON
313,please turn the light on,LIGHT_ON
314,can you activate the lamp,LIGHT_ON
315,please enable the lamp,LIGHT_ON
316,please enable the kitchen light,LIGHT_ON
317,could you kitchen light on,LIGHT_ON
318,hey activate the bedroom light,LIGHT_ON
319,please power on the LED,LIGHT_ON
320,please enable the bedroom light,LIGHT_ON
321,activate the LED,LIGHT_ON
322,please turn on the lamp,LIGHT_ON
323,hey assistant turn on the kitchen light,LIGHT_ON
324,enable the lamp,LIGHT_ON
325,please switch on the bedroom light,LIGHT_ON
326,hey assistant enable the kitchen light,LIGHT_ON
327,please power on the kitchen light,LIGHT_ON
328,please turn on the lamp,LIGHT_ON
329,switch on the LED,LIGHT_ON
330,hey activate the light,LIGHT_ON
331,please power on the lamp,LIGHT_ON
332,could you turn on the light,LIGHT_ON
333,hey activate the lamp,LIGHT_ON
334,please turn the bedroom light on,LIGHT_ON
335,could you please turn the light on,LIGHT_ON
336,can you activate the bedroom light,LIGHT_ON
337,LED on,LIGHT_ON
338,hey assistant turn on the LED,LIGHT_ON
339,hey assistant light on,LIGHT_ON
340,can you turn on the bedroom light,LIGHT_ON
341,hey turn on the kitchen light,LIGHT_ON
342,enable the light,LIGHT_ON
343,please switch on the kitchen light,LIGHT_ON
344,turn on the lamp,LIGHT_ON
345,could you power on the bedroom light,LIGHT_ON
346,power on the kitchen light,LIGHT_ON
347,can you please turn the kitchen light on,LIGHT_ON
348,please bedroom light on,LIGHT_ON
349,can you please turn the kitchen light on,LIGHT_ON
350,could you activate the kitchen light,LIGHT_ON
351,hey turn on the kitchen light,LIGHT_ON
352,hey turn on the lamp,LIGHT_ON
353,hey switch on the LED,LIGHT_ON
354,turn on the lamp,LIGHT_ON
355,switch on the kitchen light,LIGHT_ON
356,can you switch on the light,LIGHT_ON
357,can you kitchen light on,LIGHT_ON
358,activate the light,LIGHT_ON
359,hey activate the LED,LIGHT_ON
360,please turn the bedroom light on,LIGHT_ON
361,please enable the lamp,LIGHT_ON
362,hey please turn the kitchen light on,LIGHT_ON
363,can you please turn the lamp on,LIGHT_ON
364,turn on the kitchen light,LIGHT_ON
365,please enable the lamp,LIGHT_ON
366,please turn the lamp on,LIGHT_ON
367,hey assistant turn on the lamp,LIGHT_ON
368,hey activate the kitchen light,LIGHT_ON
369,please please turn the kitchen light on,LIGHT_ON
370,can you light on,LIGHT_ON
371,hey enable the LED,LIGHT_ON
372,could you LED on,LIGHT_ON
373,can you power on the bedroom light,LIGHT_ON
374,turn on the kitchen light,LIGHT_ON
375,could you LED on,LIGHT_ON
376,activate the light,LIGHT_ON
377,could you switch on the kitchen light,LIGHT_ON
378,could you turn on the LED,LIGHT_ON
379,can you turn on the lamp,LIGHT_ON
380,please power on the bedroom light,LIGHT_ON
381,can you switch on the kitchen light,LIGHT_ON
382,enable the bedroom light,LIGHT_ON
383,can you LED on,LIGHT_ON
384,hey activate the LED,LIGHT_ON
385,please turn on the lamp,LIGHT_ON
386,please bedroom light on,LIGHT_ON
387,hey assistant enable the bedroom light,LIGHT_ON
388,please turn the kitchen light on,LIGHT_ON
389,please light on,LIGHT_ON
390,activate the LED,LIGHT_ON
391,hey assistant please turn the bedroom light on,LIGHT_ON
392,hey power on the light,LIGHT_ON
393,can you please turn the kitchen light on,LIGHT_ON
394,light on,LIGHT_ON
395,could you power on the LED,LIGHT_ON
396,hey please turn the bedroom light on,LIGHT_ON
397,light on,LIGHT_ON
398,activate the kitchen light,LIGHT_ON
399,hey activate the bedroom light,LIGHT_ON
400,light on,LIGHT_ON
401,hey assistant enable the kitchen light,LIGHT_ON
402,please switch on the lamp,LIGHT_ON
403,could you power on the light,LIGHT_ON
404,light on,LIGHT_ON
405,can you please turn the light on,LIGHT_ON
406,can you turn on the lamp,LIGHT_ON
407,could you enable the LED,LIGHT_ON
408,can you enable the LED,LIGHT_ON
409,can you please turn the bedroom light on,LIGHT_ON
410,could you switch on the bedroom light,LIGHT_ON
411,switch on the bedroom light,LIGHT_ON
412,hey power on the kitchen light,LIGHT_ON
413,please switch on the light,LIGHT_ON
414,please please turn the bedroom light on,LIGHT_ON
415,please please turn the kitchen light on,LIGHT_ON
416,please please turn the light on,LIGHT_ON
417,hey assistant enable the LED,LIGHT_ON
418,hey power on the kitchen light,LIGHT_ON
419,can you lamp on,LIGHT_ON
420,please power on the bedroom light,LIGHT_ON
421,hey assistant activate the kitchen light,LIGHT_ON
422,can you power on the bedroom light,LIGHT_ON
423,hey activate the lamp,LIGHT_ON
424,can you switch on the kitchen light,LIGHT_ON
425,switch on the bedroom light,LIGHT_ON
426,hey activate the bedroom light,LIGHT_ON
427,can you please turn the bedroom light on,LIGHT_ON
428,can you enable the lamp,LIGHT_ON
429,could you turn on the lamp,LIGHT_ON
430,hey assistant power on the LED,LIGHT_ON
431,turn on the bedroom light,LIGHT_ON
432,power on the bedroom light,LIGHT_ON
433,can you enable the lamp,LIGHT_ON
434,please turn the lamp on,LIGHT_ON
435,please LED on,LIGHT_ON
436,hey power on the bedroom light,LIGHT_ON
437,hey assistant turn on the LED,LIGHT_ON
438,can you enable the kitchen light,LIGHT_ON
439,hey assistant activate the bedroom light,LIGHT_ON
440,could you power on the light,LIGHT_ON
441,hey turn on the lamp,LIGHT_ON
442,enable the LED,LIGHT_ON
443,can you enable the light,LIGHT_ON
444,can you turn on the light,LIGHT_ON
445,switch on the LED,LIGHT_ON
446,hey assistant turn on the LED,LIGHT_ON
447,please turn on the LED,LIGHT_ON
448,activate the bedroom light,LIGHT_ON
449,can you switch on the kitchen light,LIGHT_ON
450,power on the lamp,LIGHT_ON
451,could you switch on the light,LIGHT_ON
452,could you please turn the bedroom light on,LIGHT_ON
453,can you enable the lamp,LIGHT_ON
454,power on the lamp,LIGHT_ON
455,can you LED on,LIGHT_ON
456,hey assistant activate the light,LIGHT_ON
457,hey LED on,LIGHT_ON
458,power on the lamp,LIGHT_ON
459,could you LED on,LIGHT_ON
460,hey activate the bedroom light,LIGHT_ON
461,hey assistant activate the bedroom light,LIGHT_ON
462,can you activate the lamp,LIGHT_ON
463,please turn the bedroom light on,LIGHT_ON
464,could you switch on the bedroom light,LIGHT_ON
465,please activate the kitchen light,LIGHT_ON
466,enable the LED,LIGHT_ON
467,please please turn the bedroom light on,LIGHT_ON
468,hey assistant turn on the kitchen light,LIGHT_ON
469,could you enable the light,LIGHT_ON
470,hey assistant enable the bedroom light,LIGHT_ON
471,could you activate the lamp,LIGHT_ON
472,please turn the LED on,LIGHT_ON
473,could you enable the lamp,LIGHT_ON
474,hey activate the lamp,LIGHT_ON
475,please turn on the light,LIGHT_ON
476,please turn the bedroom light on,LIGHT_ON
477,hey power on the LED,LIGHT_ON
478,please switch on the light,LIGHT_ON
479,activate the bedroom light,LIGHT_ON
480,hey assistant switch on the lamp,LIGHT_ON
481,could you power on the LED,LIGHT_ON
482,hey assistant power on the LED,LIGHT_ON
483,hey assistant switch on the LED,LIGHT_ON
484,hey LED on,LIGHT_ON
485,hey assistant please turn the LED on,LIGHT_ON
486,turn on the bedroom light,LIGHT_ON
487,hey assistant switch on the lamp,LIGHT_ON
488,hey assistant enable the bedroom light,LIGHT_ON
489,please please turn the kitchen light on,LIGHT_ON
490,turn on the bedroom light,LIGHT_ON
491,activate the kitchen light,LIGHT_ON
492,hey LED on,LIGHT_ON
493,could you enable the LED,LIGHT_ON
494,LED on,LIGHT_ON
495,can you enable the lamp,LIGHT_ON
496,could you turn on the kitchen light,LIGHT_ON
497,activate the kitchen light,LIGHT_ON
498,hey enable the light,LIGHT_ON
499,hey please turn the bedroom light on,LIGHT_ON
500,disable the bedroom light,LIGHT_OFF
501,switch off the light,LIGHT_OFF
502,disable the bedroom light,LIGHT_OFF
503,could you turn off the lamp,LIGHT_OFF
504,can you switch off the bedroom light,LIGHT_OFF
505,can you disable the kitchen light,LIGHT_OFF
506,can you power off the lamp,LIGHT_OFF
507,hey assistant please turn the light off,LIGHT_OFF
508,can you kitchen light off,LIGHT_OFF
509,hey disable the light,LIGHT_OFF
510,can you disable the lamp,LIGHT_OFF
511,hey assistant lamp off,LIGHT_OFF
512,hey disable the light,LIGHT_OFF
513,hey disable the kitchen light,LIGHT_OFF
514,can you disable the light,LIGHT_OFF
515,disable the lamp,LIGHT_OFF
516,hey light off,LIGHT_OFF
517,switch off the kitchen light,LIGHT_OFF
518,turn off the LED,LIGHT_OFF
519,switch off the kitchen light,LIGHT_OFF
520,turn off the kitchen light,LIGHT_OFF
521,hey assistant power off the lamp,LIGHT_OFF
522,hey assistant switch off the LED,LIGHT_OFF
523,switch off the kitchen light,LIGHT_OFF
524,disable the lamp,LIGHT_OFF
525,hey assistant power off the LED,LIGHT_OFF
526,hey switch off the light,LIGHT_OFF
527,turn off the lamp,LIGHT_OFF
528,could you disable the lamp,LIGHT_OFF
529,disable the light,LIGHT_OFF
530,disable the light,LIGHT_OFF
531,could you please turn the bedroom light off,LIGHT_OFF
532,can you turn off the light,LIGHT_OFF
533,could you LED off,LIGHT_OFF
534,can you power off the light,LIGHT_OFF
535,could you power off the lamp,LIGHT_OFF
536,please turn off the kitchen light,LIGHT_OFF
537,light off,LIGHT_OFF
538,can you bedroom light off,LIGHT_OFF
539,can you please turn the light off,LIGHT_OFF
540,please turn the bedroom light off,LIGHT_OFF
541,could you turn off the LED,LIGHT_OFF
542,switch off the light,LIGHT_OFF
543,hey disable the kitchen light,LIGHT_OFF
544,hey power off the kitchen light,LIGHT_OFF
545,could you disable the bedroom light,LIGHT_OFF
546,can you power off the LED,LIGHT_OFF
547,can you power off the kitchen light,LIGHT_OFF
548,hey assistant turn off the light,LIGHT_OFF
549,hey please turn the kitchen light off,LIGHT_OFF
550,can you switch off the bedroom light,LIGHT_OFF
551,please switch off the bedroom light,LIGHT_OFF
552,can you bedroom light off,LIGHT_OFF
553,please please turn the light off,LIGHT_OFF
554,hey LED off,LIGHT_OFF
555,disable the LED,LIGHT_OFF
556,please turn the bedroom light off,LIGHT_OFF
557,turn off the light,LIGHT_OFF
558,hey light off,LIGHT_OFF
559,hey assistant please turn the LED off,LIGHT_OFF
560,switch off the kitchen light,LIGHT_OFF
561,could you power off the kitchen light,LIGHT_OFF
562,can you disable the light,LIGHT_OFF
563,hey assistant disable the bedroom light,LIGHT_OFF
564,please please turn the light off,LIGHT_OFF
565,please power off the LED,LIGHT_OFF
566,could you turn off the kitchen light,LIGHT_OFF
567,hey switch off the lamp,LIGHT_OFF
568,hey assistant lamp off,LIGHT_OFF
569,hey assistant turn off the LED,LIGHT_OFF
570,power off the LED,LIGHT_OFF
571,disable the kitchen light,LIGHT_OFF
572,hey assistant kitchen light off,LIGHT_OFF
573,hey power off the kitchen light,LIGHT_OFF
574,please turn the kitchen light off,LIGHT_OFF
575,power off the LED,LIGHT_OFF
576,hey switch off the LED,LIGHT_OFF
577,please disable the LED,LIGHT_OFF
578,hey assistant turn off the lamp,LIGHT_OFF
579,hey switch off the kitchen light,LIGHT_OFF
580,light off,LIGHT_OFF
581,please turn the light off,LIGHT_OFF
582,please turn the kitchen light off,LIGHT_OFF
583,can you bedroom light off,LIGHT_OFF
584,please disable the lamp,LIGHT_OFF
585,hey assistant disable the LED,LIGHT_OFF
586,power off the kitchen light,LIGHT_OFF
587,turn off the lamp,LIGHT_OFF
588,hey power off the light,LIGHT_OFF
589,can you turn off the LED,LIGHT_OFF
590,can you please turn the bedroom light off,LIGHT_OFF
591,can you power off the bedroom light,LIGHT_OFF
592,hey assistant disable the lamp,LIGHT_OFF
593,please power off the light,LIGHT_OFF
594,please light off,LIGHT_OFF
595,can you please turn the kitchen light off,LIGHT_OFF
596,power off the LED,LIGHT_OFF
597,could you switch off the bedroom light,LIGHT_OFF
598,turn off the light,LIGHT_OFF
599,hey assistant disable the lamp,LIGHT_OFF
600,please switch off the LED,LIGHT_OFF
601,disable the light,LIGHT_OFF
602,bedroom light off,LIGHT_OFF
603,could you switch off the bedroom light,LIGHT_OFF
604,could you please turn the lamp off,LIGHT_OFF
605,power off the LED,LIGHT_OFF
606,can you light off,LIGHT_OFF
607,turn off the bedroom light,LIGHT_OFF
608,can you disable the kitchen light,LIGHT_OFF
609,hey power off the bedroom light,LIGHT_OFF
610,please please turn the bedroom light off,LIGHT_OFF
611,turn off the bedroom light,LIGHT_OFF
612,hey assistant disable the lamp,LIGHT_OFF
613,hey assistant power off the bedroom light,LIGHT_OFF
614,please turn the LED off,LIGHT_OFF
615,light off,LIGHT_OFF
616,can you kitchen light off,LIGHT_OFF
617,can you power off the light,LIGHT_OFF
618,disable the LED,LIGHT_OFF
619,disable the lamp,LIGHT_OFF
620,could you power off the light,LIGHT_OFF
621,hey assistant power off the lamp,LIGHT_OFF
622,hey disable the LED,LIGHT_OFF
623,please turn the lamp off,LIGHT_OFF
624,please turn off the lamp,LIGHT_OFF
625,could you switch off the lamp,LIGHT_OFF
626,switch off the light,LIGHT_OFF
627,can you please turn the bedroom light off,LIGHT_OFF
628,can you power off the kitchen light,LIGHT_OFF
629,hey please turn the kitchen light off,LIGHT_OFF
630,please please turn the kitchen light off,LIGHT_OFF
631,please turn the LED off,LIGHT_OFF
632,can you light off,LIGHT_OFF
633,hey assistant LED off,LIGHT_OFF
634,disable the kitchen light,LIGHT_OFF
635,disable the kitchen light,LIGHT_OFF
636,can you disable the bedroom light,LIGHT_OFF
637,please turn off the light,LIGHT_OFF
638,hey disable the light,LIGHT_OFF
639,could you turn off the kitchen light,LIGHT_OFF
640,can you power off the bedroom light,LIGHT_OFF
641,hey assistant power off the kitchen light,LIGHT_OFF
642,can you please turn the light off,LIGHT_OFF
643,please power off the lamp,LIGHT_OFF
644,could you power off the bedroom light,LIGHT_OFF
645,can you switch off the light,LIGHT_OFF
646,hey turn off the LED,LIGHT_OFF
647,hey turn off the kitchen light,LIGHT_OFF
648,switch off the light,LIGHT_OFF
649,can you please turn the bedroom light off,LIGHT_OFF
650,could you power off the kitchen light,LIGHT_OFF
651,please switch off the LED,LIGHT_OFF
652,can you disable the bedroom light,LIGHT_OFF
653,disable the kitchen light,LIGHT_OFF
654,please turn the LED off,LIGHT_OFF
655,could you disable the light,LIGHT_OFF
656,please please turn the bedroom light off,LIGHT_OFF
657,hey assistant disable the kitchen light,LIGHT_OFF
658,switch off the LED,LIGHT_OFF
659,please power off the lamp,LIGHT_OFF
660,disable the bedroom light,LIGHT_OFF
661,please power off the light,LIGHT_OFF
662,hey power off the bedroom light,LIGHT_OFF
663,hey disable the lamp,LIGHT_OFF
664,please turn the kitchen light off,LIGHT_OFF
665,could you please turn the bedroom light off,LIGHT_OFF
666,please disable the light,LIGHT_OFF
667,disable the lamp,LIGHT_OFF
668,disable the bedroom light,LIGHT_OFF
669,switch off the lamp,LIGHT_OFF
670,hey assistant turn off the LED,LIGHT_OFF
671,hey assistant turn off the kitchen light,LIGHT_OFF
672,power off the kitchen light,LIGHT_OFF
673,hey assistant please turn the LED off,LIGHT_OFF
674,could you power off the lamp,LIGHT_OFF
675,lamp off,LIGHT_OFF
676,hey assistant switch off the kitchen light,LIGHT_OFF
677,switch off the bedroom light,LIGHT_OFF
678,hey LED off,LIGHT_OFF
679,can you please turn the lamp off,LIGHT_OFF
